timestamp_utc,gpm_mean_precip_mm_hr,gpm_max_precip_mm_hr
2024-05-26 06:00:00,1.382771372795105,52.09000015258789
2024-05-26 06:30:00,1.3147144317626953,51.849998474121094
2024-05-26 07:00:00,1.238311529159546,50.80999755859375
2024-05-26 07:30:00,1.1883015632629395,61.029998779296875
2024-05-26 08:00:00,1.1523921489715576,60.98999786376953
2024-05-26 08:30:00,1.139685034751892,50.64999771118164
2024-05-26 09:00:00,1.1507885456085205,51.43000030517578
2024-05-26 09:30:00,1.1848008632659912,50.2599983215332
2024-05-26 10:00:00,1.3316017389297485,49.68000030517578
2024-05-26 10:30:00,1.498538613319397,49.86000061035156
2024-05-26 11:00:00,1.508085012435913,49.849998474121094
2024-05-26 11:30:00,1.5256359577178955,47.75
2024-05-26 12:00:00,1.5763217210769653,49.81999969482422
2024-05-26 12:30:00,1.7853604555130005,57.94999694824219
2024-05-26 13:00:00,1.6014971733093262,52.28999710083008
2024-05-26 13:30:00,1.4570127725601196,52.68000030517578
2024-05-26 14:00:00,1.4194221496582031,56.88999938964844
2024-05-26 14:30:00,1.2231714725494385,51.44999694824219
2024-05-26 15:00:00,1.1676760911941528,51.369998931884766
2024-05-26 15:30:00,1.123909592628479,51.48999786376953
2024-05-26 16:00:00,1.2340525388717651,75.81999969482422
2024-05-26 16:30:00,1.1434581279754639,53.07999801635742
2024-05-26 17:00:00,1.0817211866378784,51.59000015258789
2024-05-26 17:30:00,1.056960940361023,54.029998779296875
2024-05-26 18:00:00,1.1313087940216064,67.04000091552734
2024-05-26 18:30:00,1.008986473083496,54.36000061035156
2024-05-26 19:00:00,0.9995083212852478,53.529998779296875
2024-05-26 19:30:00,1.0257855653762817,54.19999694824219
2024-05-26 20:00:00,1.1194124221801758,55.959999084472656
2024-05-26 20:30:00,1.2153621912002563,63.98999786376953
2024-05-26 21:00:00,1.270353078842163,66.5
2024-05-26 21:30:00,1.1663607358932495,51.52000045776367
2024-05-26 22:00:00,1.187811255455017,51.62999725341797
2024-05-26 22:30:00,1.2192152738571167,51.52000045776367
2024-05-26 23:00:00,1.2349498271942139,51.32999801635742
2024-05-26 23:30:00,1.328437089920044,51.90999984741211
2024-05-27 00:00:00,1.3574341535568237,50.80999755859375
2024-05-27 00:30:00,1.3425229787826538,51.79999923706055
2024-05-27 01:00:00,1.2687804698944092,51.57999801635742
2024-05-27 01:30:00,1.227626919746399,52.04999923706055
2024-05-27 02:00:00,1.154313325881958,51.30999755859375
2024-05-27 02:30:00,1.0772311687469482,50.56999969482422
2024-05-27 03:00:00,1.0142402648925781,50.46999740600586
2024-05-27 03:30:00,1.025560736656189,51.37999725341797
2024-05-27 04:00:00,1.043015480041504,51.38999938964844
2024-05-27 04:30:00,0.9929148554801941,51.22999954223633
2024-05-27 05:00:00,0.9514639377593994,51.32999801635742
2024-05-27 05:30:00,0.9091426134109497,53.56999969482422
2024-05-27 06:00:00,0.9113690853118896,53.709999084472656
2024-05-27 06:30:00,0.9733701348304749,53.79999923706055
2024-05-27 07:00:00,0.747944176197052,53.87999725341797
2024-05-27 07:30:00,0.6224730610847473,53.5099983215332
2024-05-27 08:00:00,0.5218440890312195,53.7599983215332
2024-05-27 08:30:00,0.504766047000885,53.46999740600586
2024-05-27 09:00:00,0.4811958968639374,52.56999969482422
2024-05-27 09:30:00,0.4514482319355011,47.75
2024-05-27 10:00:00,0.4700585901737213,47.68000030517578
2024-05-27 10:30:00,0.44942742586135864,52.88999938964844
2024-05-27 11:00:00,0.46602919697761536,48.70000076293945
2024-05-27 11:30:00,0.49973660707473755,49.029998779296875
2024-05-27 12:00:00,0.5486081838607788,53.2599983215332
2024-05-27 12:30:00,0.5872937440872192,55.09000015258789
2024-05-27 13:00:00,0.609996497631073,49.07999801635742
2024-05-27 13:30:00,0.6284388303756714,49.119998931884766
2024-05-27 14:00:00,0.6516634821891785,49.189998626708984
2024-05-27 14:30:00,0.5764005780220032,49.2599983215332
2024-05-27 15:00:00,0.5677499771118164,49.21999740600586
2024-05-27 15:30:00,0.5800139904022217,49.459999084472656
2024-05-27 16:00:00,0.5481847524642944,49.38999938964844
2024-05-27 16:30:00,0.6111804842948914,49.209999084472656
2024-05-27 17:00:00,0.5528243184089661,49.27000045776367
2024-05-27 17:30:00,0.5492572784423828,37.779998779296875
2024-05-27 18:00:00,0.5789182782173157,43.18000030517578
2024-05-27 18:30:00,0.6552117466926575,41.86000061035156
2024-05-27 19:00:00,0.6915833353996277,38.38999938964844
2024-05-27 19:30:00,0.5817771553993225,37.88999938964844
2024-05-27 20:00:00,0.5260226726531982,39.790000915527344
2024-05-27 20:30:00,0.4583413302898407,35.25
2024-05-27 21:00:00,0.4881690442562103,33.75
2024-05-27 21:30:00,0.45117267966270447,34.82999801635742
2024-05-27 22:00:00,0.4299317002296448,38.73999786376953
2024-05-27 22:30:00,0.419798344373703,42.029998779296875
2024-05-27 23:00:00,0.4278658926486969,37.529998779296875
2024-05-27 23:30:00,0.42593297362327576,41.29999923706055
